0	4.161181929202289e-05	203
1	3.5968339433123074e-06	483
2	1.642598699350873e-07	2128
3	8.797036895185492e-09	7469
4	4.916760035297177e-10	27636
5	2.5116668619550933e-11	107065
6	1.1792919776385105e-12	422226
