0	4.168500220748154e-05	203
1	3.6566908298102333e-06	483
2	1.6521226309164302e-07	2128
3	8.825804579821974e-09	7469
4	4.929685951687849e-10	27636
5	2.5157999220557867e-11	107065
6	1.2091375426787323e-12	422226
