0	2.517399696745511e-05	290
1	1.0758617643824825e-06	690
2	3.7840771532949336e-08	3040
3	1.6629777922624598e-09	10670
4	7.377244573217236e-11	39480
5	3.5367896273743106e-12	152950
6	1.2919221559928804e-12	603180
